UID,Category,ObsDate,Log,Male1ID,FemID,Bird2ID,DisplayShort,DisplayShort_AfterCop,DisplayCode,DisplayCode_AfterCop,Duration,DisplayCode_Raw,DisplayCode_Compressed,DisplayLength,UniqueDisplayElements,Entropy_Unscaled,Entropy_Scaled,Compression_Length,Compression_Ratio
1012,SOLO,2017-10-27,Bare,296,NA,NA,Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;Bow;HafB;Bow;Bow;Bow;Zro;SLAD;HdBw;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;Zro;HafB;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw,NA,DDDDDDDDDDBDEDDDACFDDDDBFFAEDDDDDDBFFF,NA,147.02700000000002,,,38,6,1.713617973343634,0.6629179235155507,24,1.5833333333333333
1013,AUDI,2017-10-27,Bare,296,8400,NA,Taf;Neck;Neck;Bow;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;AttC;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Neck;Neck;Neck;Neck;Neck,NA,JIIDIDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDBFMIIIIIIDDIIIII,NA,223,,,119,6,0.79580659804124,0.30786001646802413,23,5.173913043478261
1014,SOLO,2017-10-27,Bare,296,NA,NA,SLAD;SLAD;ALAD;Bow;ALAD;HdBw;Taf;Taf;Zro;Neck;Neck;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;Zro;Zro;SLAD;Zro;ALAD;HdBw;Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;SLAD;Zro,NA,CCBDBFJJAIIDBFFFFAACABFDDDDBFACA,NA,229.883,,,32,7,2.678728908203315,0.9541824894160462,27,1.1851851851851851
1016,AUDI,2017-10-27,FalseLog,980,8200,NA,Othr;Taf;Taf;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Taf;Taf;Taf;Taf;Taf;Taf;Taf;Neck;Taf;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Neck;Neck;Neck;Taf;Taf;Neck;Taf,NA,LJJIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIDDDDDDDDBFFFFFFFFFFFFFFFFFFFFFFFFFFFFIIIIIIIIIIIIIIIIJJJJJJJIJIIIIDDDDDDDDDDDDDDDBFFFFFFFFFFFFFFFFFFFFFFFFFFFFIIIJJIJ,NA,247.193,,,155,6,1.896944065294351,0.7338381368260233,34,4.5588235294117645
1018,SOLO,2017-10-27,FalseLog,980,NA,NA,HafB;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;HafB;Zro;Bow;Bow,NA,EDDDBFAAEADD,NA,69.712,,,12,5,2.0545851693377992,0.8848616689990428,16,0.75
1038,SOLO,2017-10-27,Luis,296,NA,NA,SLAD;Zro;Bow;Bow;Bow;ALAD;HdBw;HafB;ALAD;Bow;Bow;Bow;ALAD;HdBw;HdBw;Zro,NA,CADDDBFEBDDDBFFA,NA,117.428,,,16,6,2.311278124459133,0.8941244307468018,18,0.8888888888888888
1044,AUDI,2017-10-28,Bare,296,8400,NA,Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;Neck;AttC;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Swtc;Swtc;Swtc;Swtc;Neck;Neck;Neck;Neck;Neck;Neck;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Taf;Taf;Taf;Taf;Taf;Taf;Taf;Taf;Taf;Taf,NA,IIIDDDDDDDIIIIDDDDIIIIIIDDDDDDIIIIIDDDDIIIIDDDDDDIIIIDDDDDDIIIIDDDDDDDDDDDDIIIIIDDDDDDDIIIIDBFFFFIMIIIIIIIHHHHIIIIIIHHHHHHHJJJJJJJJJJ,NA,328.83799999999997,,,133,7,1.8941350901058285,0.6747045324491973,46,2.891304347826087
1046,SOLO,2017-10-28,Bare,296,NA,NA,Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;Zro;Bow;Bow;Bow;ALAD;HdBw;HdBw;Zro,NA,DDDDBFAAADDDBFFA,NA,67.953,,,16,4,1.8496017527145814,0.9248008763572907,17,0.9411764705882353
105,AUDI,2017-09-18,Bare,296,8300,NA,Neck;Bow;Bow;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Bow;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Bow;ALAD;HdBw;HdBw;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;HafB;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Neck;Neck;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Bow;Bow;Bow;Neck;Neck;Neck;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;HafB;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Bow;Bow;Taf;Taf;Taf;Taf;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Taf;Neck;Neck;Taf;Taf;Neck;Neck;Neck;Bow;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Neck;Neck;Neck;Neck;Neck;Bow;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Neck;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Neck;Swtc;Swtc;Swtc;Swtc;Swtc;Neck;Neck;Neck;Neck;Neck;Taf;Taf;Taf,NA,IDDIIIIIIIIIDDDDDIIDDDIIIIDIIIIDDDDIIIIIIIDDDDDIIDBFFIIIIIIIIIIIIIIIIIIIIIIIDDDDDDDEDDDIIIIDDDIIDDDDIIIDDDIIIDDDIIIIDDDDDDDDDDDDDIIIIIIIIIIDEBFFFFFFDDJJJJHHHHHHHJIIJJIIIDIIIIIIDDIIIIIDIIIIDDDIIIIDDDDDIIIIIDBFFFFFFFFFFFFFFFFFFIHHHHHIIIIIJJJ,NA,381.027,,,239,7,1.927048537342603,0.686428538907437,75,3.1866666666666665
1051,SOLO,2017-10-28,FalseLog,980,NA,NA,Zro;Zro;Othr;SLAD;Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;SLAD;Zro;Bow;Bow;Othr;Bow;Bow;ALAD;HdBw;Zro,NA,AALCDDDDBFAACADDLDDBFA,NA,86.87299999999999,,,22,6,2.2998963911678914,0.8897213752718902,20,1.1
1052,SOLO,2017-10-28,FalseLog,980,NA,NA,SLAD;Zro;HafB;Othr;Bow;Mix;Bow;Bow;ALAD;HdBw;Zro;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;Zro;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;Bow;Bow;ALAD;HdBw,NA,CAELDKDDBFADDDDDDDDDBFAAADDDDDDBFAADDBF,NA,213.141,,,39,8,2.154888209832749,0.7182960699442497,26,1.5
1056,SOLO,2017-10-28,FalseLog,980,NA,NA,HafB;Zro;HafB;HafB;Othr;Othr;Bow;Othr;Othr;Bow;ALAD;HdBw;Zro;Zro;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;Zro;Othr;Othr;Bow;Othr;SLAD;Zro;Othr;Othr;ALAD;HdBw;Zro;Zro,NA,EAEELLDLLDBFAADDDBFAAALLDLCALLBFAA,NA,142.28,,,34,7,2.5335485019333106,0.9024681852754081,24,1.4166666666666667
1078,SOLO,2017-10-30,Bare,296,NA,NA,Mix;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;Mix;Zro;Bow;Bow;Mix;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;Zro;Bow;Bow;Bow;Mix;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;Zro;Bow;Bow;SLAD;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;Zro,NA,KDDDDDDBFKADDKDDDDDDDBFFFFADDDKDDDDDDBFFADDCDDDDDDBFFA,NA,173.30200000000002,,,54,6,1.8191592611823424,0.7037468669951038,27,2
1082,SOLO,2017-10-30,Bare,296,NA,NA,ALAD;HdBw;Zro;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;Zro,NA,BFADDDDDDBFFA,NA,67.22,,,13,4,1.8339272176418304,0.9169636088209152,17,0.7647058823529411
1083,SOLO,2017-10-30,Bare,296,NA,NA,SLAD;Zro;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;Zro;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;Zro,NA,CADDDBFAADDDDDDDBFFADDDDDDDDBFA,NA,139.02100000000002,,,31,5,1.7469970199816525,0.7523906635301728,25,1.24
1087,AUDI,2017-10-30,FalseLog,980,8400,NA,Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck,NA,DDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDBFFFFFFFFIIIIIIII,NA,114.6,,,60,4,1.2180675214053485,0.6090337607026742,18,3.3333333333333335
1088,AUDI,2017-10-30,FalseLog,980,8400,NA,Taf;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Taf;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;AttC;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Neck;Neck;Taf;Taf;Taf;Taf;Taf;Taf;Taf,NA,JHHHHHHHHHJIIIDDDDDDDDDDDDDDBFMIIIIIIIIIIIIIIIIIIIIDDDDDDIIIIIIJJJJJJJ,NA,140.484,,,70,7,2.066730720053417,0.7361843362999649,28,2.5
1090,SOLO,2017-10-30,FalseLog,980,NA,NA,Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;Bow;Bow;ALAD;HdBw;Zro;Zro,NA,DDDDBFAADDBFAA,NA,113.991,,,14,4,1.8423709931771084,0.9211854965885542,15,0.9333333333333333
110,SOLO,2017-09-18,CR,8000,NA,NA,Zro;Zro;Bow;ALAD;HdBw;Zro;Zro;Zro;Bow;Zro;ALAD;HdBw;Zro;Zro;Zro;Zro;Zro;Zro;ALAD;Zro;Zro;ALAD;HdBw;Zro;Zro;SLAD;HdBw;Zro;Zro;Zro,NA,AADBFAAADABFAAAAAABAABFAACFAAA,NA,118.509,,,30,5,1.6165365037609145,0.6962043774397473,20,1.5
1100,SOLO,2017-10-30,Luis,296,NA,NA,ALAD;HdBw;Zro;ALAD;HdBw;Zro;Zro;Zro;SLAD;Zro;SLAD;Bow;Bow;Bow;ALAD;HdBw;HdBw;Zro,NA,BFABFAAACACDDDBFFA,NA,97.95,,,18,5,2.224394445405986,0.9579945435450241,20,0.9
1101,AUDI,2017-10-31,Bare,296,8200,NA,Neck;Neck;Neck;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;ALAD;HdBw;HdBw;HdBw;HdBw;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Swtc;Swtc;Swtc;Swtc;Swtc;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;Neck;Swtc;Swtc;Swtc;Swtc;Swtc;Neck;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Taf;Neck;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Swtc;Swtc;Swtc;Swtc,NA,IIIDDDDBFFFFFDDDDDDDDDDDDDDDDDDDDDDDDDDIIBFFFFDDDDDDDIIIHHHHHIIDDDDDDDBFFFIHHHHHIDDDDIIIIIIIIIIIIIJIDDDDDDBFFFFFFIIIIIIIHHHH,NA,208.883,,,124,6,2.005885423367324,0.7759824070204963,44,2.8181818181818183
1106,SOLO,2017-10-31,Bare,296,NA,NA,SLAD;Zro;Bow;Zro;Bow;Bow;Bow;ALAD;HdBw;Zro;SLAD;Zro;SLAD;Bow;Bow;ALAD;HdBw;Zro;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;SLAD;Bow;Bow;ALAD;HdBw;SLAD;HafB;Bow,NA,CADADDDBFACACDDBFADDDDDBFAACDDBFCED,NA,265.625,,,35,6,2.256023193012209,0.8727489054030072,24,1.4583333333333333
1107,SOLO,2017-10-31,Bare,296,NA,NA,HafB;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HafB,NA,EDDDDDBFADDDDDDDBFFFFFDDDDDBFFE,NA,94.496,,,31,5,1.7205912844701257,0.741018332246672,21,1.4761904761904763
1114,SOLO,2017-10-31,FalseLog,980,NA,NA,Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;Zro,NA,DDDDDBFAADDDDDDBFA,NA,86.21400000000001,,,18,4,1.5694452621548822,0.7847226310774411,15,1.2
1122,AUDI,2017-10-31,Luis,296,8200,NA,Othr;Taf;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Taf;Taf;Taf;Neck;Neck;Neck;Neck;Bow;Bow;ALAD;HdBw;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Taf;Neck;Taf;Neck;Neck;Taf;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;HafB;Bow;Bow;Bow;Bow;Taf;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Taf;ALAD;HdBw;Taf,NA,LJDDDDDDBFFFFFFFFFFFIIIDDDDIIIIJJJIIIIDDBFDDDDIIIIIIIIIIIIIIJIJIIJDDDDDDIIDDDDDDDDDDDDEDDDDJDDDDDDDDIIIIIIIIJBFJ,NA,355.345,,,112,7,1.9896318838759066,0.7087211767358716,49,2.2857142857142856
1126,SOLO,2017-10-31,Luis,296,NA,NA,Othr;Zro;ALAD;Zro;Zro;SLAD;Zro;Bow;SLAD,NA,LABAACADC,NA,70.206,,,9,5,2.0588138903312014,0.8866828800015341,13,0.6923076923076923
1128,SOLO,2017-11-01,Bare,296,NA,NA,SLAD;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;Zro;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;Bow,NA,CDDDDDDDBFFFFFADDDDDDDBFAD,NA,77.975,,,26,5,1.696088412815911,0.7304655198197209,20,1.3
1133,SOLO,2017-11-01,FalseLog,980,NA,NA,HafB;Othr;Bow;Bow;Othr;Bow;ALAD;HdBw;Zro;Zro;Zro;SLAD;Zro;Zro;Bow;HafB;Bow;ALAD;HdBw;Zro,NA,ELDDLDBFAAACAADEDBFA,NA,75.96300000000001,,,20,7,2.565957320949175,0.914012439534542,20,1
1134,SOLO,2017-11-01,FalseLog,980,NA,NA,Zro;HafB;HafB;Bow;ALAD;HdBw;Zro;Zro;Zro;Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro,NA,AEEDBFAAADDDDBFAA,NA,110.235,,,17,5,2.139261930734825,0.9213299651463159,17,1
1149,SOLO,2017-11-02,Bare,296,NA,NA,SLAD;Zro;SLAD;SLAD;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;Zro;Zro,NA,CACCDDDDDBFFAA,NA,80.24300000000001,,,14,5,2.155968102145908,0.9285249215482252,17,0.8235294117647058
1181,SOLO,2017-11-03,Bare,296,NA,NA,SLAD;Taf;Taf;SLAD;Bow;Mix;Bow;Bow;Bow;ALAD;HdBw;HdBw;Zro;Zro;Bow;Bow;Bow;ALAD;HdBw,NA,CJJCDKDDDBFFAADDDBF,NA,81.218,,,19,7,2.5423289894137593,0.9055958580222558,19,1
1184,AUDI,2017-11-03,Bare,296,8200,8300,Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Othr;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;HafB;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;Bow;Bow;Bow;Bow;Neck;Neck;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Taf;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Taf;Swtc;Swtc;Swtc;Swtc;Swtc;Taf;Othr;Neck;Neck;Taf;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Taf;Neck;Taf;Swtc;Swtc;Swtc;Taf;Neck;Neck;Neck;Neck;Neck;Othr;Neck;Neck;Taf;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;Neck;Bow;Bow;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck,NA,DDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDLDDDDDDDDDDDEDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDBFDDDDIIHHHHHHHHHHHHHHHHHJHHHHHHHHHHHIIIIIIIJHHHHHJLIIJIIIIIIIJIJHHHJIIIIILIIJIDDDDDDDDDDDDDDDDDDDDDDDDDBFIDDIIIIIIIIIIIIIIHHHHHHHIIIIIIIIIIIIIIIII,NA,445.974,,,241,8,1.8253810539750703,0.6084603513250234,57,4.228070175438597
1185,SOLO,2017-11-03,Bare,296,NA,NA,SLAD;Taf;Taf;Taf;Zro;Zro;SLAD;SLAD;Zro;Zro;Bow;Bow;Bow;SLAD;Zro;Bow;ALAD;HdBw;Bow;Zro;Zro;ALAD;HdBw;Zro;Zro;Zro;SLAD;Taf;Taf,NA,CJJJAACCAADDDCADBFDAABFAAACJJ,NA,173.564,,,29,6,2.3735602236729494,0.9182184356681269,25,1.16
119,SOLO,2017-09-18,First,965,NA,NA,HafB;Bow;ALAD;HdBw;Zro;Zro;Zro;Bow;Bow;ALAD;HdBw;Zro;Zro;Zro;Zro;Zro;Zro,NA,EDBFAAADDBFAAAAAA,NA,114.17499999999998,,,17,5,1.8942738697712642,0.8158193502814549,21,0.8095238095238095
1191,AUDI,2017-11-03,FalseLog,980,8200,NA,Taf;Taf;Taf;Swtc;Swtc;Swtc;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Taf;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Taf;Taf;Taf;Taf;Taf;Taf;Taf;Taf;Taf;Taf;Taf;Taf;Neck;Neck;Taf;Taf;Taf;Taf;Taf;Neck;Taf;Taf;Neck;Taf;Taf;Neck;Taf;Taf,NA,JJJHHHIIIIIIIIIIIIIIIJIIIIIIIIIIIIIIIIIIIIIIIIIIIDDDDDDBFFFFFDDDIIIIIIIIIIIDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDBFFFFFFFFFFIIIIIIIIIIIIIIIIIIIIIIIJJJJJJJJJJJJIIJJJJJIJJIJJIJJ,NA,360.194,,,171,6,1.9172826688008118,0.7417061826877279,42,4.071428571428571
1193,SOLO,2017-11-03,FalseLog,980,NA,NA,Othr;Bow;ALAD;HdBw;Zro;Zro;Zro;Taf;Taf;Taf;Zro;Zro;ALAD;HdBw;Zro;Othr;Bow;Bow;Othr;Bow;Bow;Bow,NA,LDBFAAAJJJAABFALDDLDDD,NA,64.723,,,22,6,2.435371390774533,0.942130259179818,23,0.9565217391304348
1194,SOLO,2017-11-03,FalseLog,980,NA,NA,Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;Zro;Zro;Zro;HafB;Othr;Bow;Bow;ALAD;HdBw;Zro;Zro;Zro;Zro;SLAD;SLAD;Zro;Zro;Zro;ALAD;Bow;Zro;Zro;SLAD;Zro;Othr;Othr;ALAD;HdBw;Zro,NA,DDDDDDDBFAAAAAELDDBFAAAACCAAABDAACALLBFA,NA,245.393,,,40,7,2.3348295085032618,0.8316830516007528,33,1.2121212121212122
1205,SOLO,2017-11-04,Bare,296,NA,NA,HafB;Bow;Bow;ALAD;HdBw;Zro;Zro;Bow;SLAD;Bow;Bow;ALAD;HdBw;HdBw,NA,EDDBFAADCDDBFF,NA,71.715,,,14,6,2.35274578087187,0.9101663100395065,18,0.7777777777777778
